BudgetPeriod,Budget Amount,BudgetYear,Customer Number,textBudgetPeriod
12229,9,6213.1464,2009,10019678,Sep
12230,9,6465.4472,2009,10018877,Sep
12231,9,6871.9216,2009,10009672,Sep
12232,9,7153.8372,2009,10026294,Sep
12233,9,8595.5472,2009,10000460,Sep
12234,9,7388.2256,2009,10026078,Sep
12235,9,7568.2236,2009,10014810,Sep
12236,9,7737.4852,2009,10025758,Sep
12237,9,7889.9384,2009,10020909,Sep
12238,9,9052.0144,2009,10026522,Sep
12239,9,9720.0108,2009,10021911,Sep
12240,9,8540.2772,2009,10013670,Sep
12241,9,9809.2072,2009,10016784,Sep
12242,9,9912.4376,2009,10019900,Sep
12243,9,8938.444,2009,10013188,Sep
12244,9,10508.6268,2009,10025037,Sep
12245,9,11211.9336,2009,10007253,Sep
12246,9,10546.0896,2009,10002136,Sep
12247,9,12382.2,2009,10021139,Sep
12248,9,11374.0032,2009,10015325,Sep
12249,9,11780.9864,2009,10007591,Sep
12250,9,11829.3508,2009,10010717,Sep
12251,9,12351.3984,2009,10021668,Sep
12252,9,13081.8296,2009,10015956,Sep
12253,9,13394.6296,2009,10009653,Sep
12254,9,15885.18,2009,10021736,Sep
12255,9,15915.4008,2009,10023241,Sep
12256,9,18575.6976,2009,10020445,Sep
12257,9,15944.4832,2009,10019150,Sep
12258,9,16134.7116,2009,10027583,Sep
12259,9,19170.164,2009,10025239,Sep
12260,9,17559.7916,2009,10015275,Sep
12261,9,18399.5308,2009,10027572,Sep
12262,9,21912.5736,2009,10011360,Sep
12263,9,21827.2288,2009,10026291,Sep
12264,9,19906.2884,2009,10025299,Sep
12265,9,22606.5696,2009,10026868,Sep
12266,9,24514.932,2009,10009643,Sep
12267,9,26159.5224,2009,10000472,Sep
12268,9,25380.9608,2009,10017576,Sep
12269,9,26368.68,2009,10005006,Sep
12270,9,23480.2492,2009,10025287,Sep
12271,9,29430.756,2009,10018129,Sep
12272,9,26364.8256,2009,10023964,Sep
12273,9,29817.9684,2009,10003857,Sep
12274,9,29903.1804,2009,10013426,Sep
12275,9,25493.4668,2009,10018363,Sep
12276,9,27500.352000000003,2009,10019942,Sep
12277,9,26567.6312,2009,10025778,Sep
12278,9,28882.4248,2009,10006836,Sep
12279,9,30139.8808,2009,10024725,Sep
12280,9,34450.5408,2009,10026268,Sep
12281,9,35896.9104,2009,10025062,Sep
12282,9,35961.3864,2009,10025304,Sep
12283,9,32088.9216,2009,10020639,Sep
12284,9,30820.7176,2009,10020364,Sep
12285,9,31002.8592,2009,10011546,Sep
12286,9,39863.9016,2009,10025269,Sep
12287,9,36072.326,2009,10024246,Sep
12288,9,36784.3508,2009,10020193,Sep
12289,9,44570.1204,2009,10014779,Sep
12290,9,39013.6488,2009,10025063,Sep
12291,9,44113.9192,2009,10023780,Sep
12292,9,40017.4792,2009,10021203,Sep
12293,9,45785.3448,2009,10025575,Sep
12294,9,40716.9368,2009,10024022,Sep
12295,9,51401.0988,2009,10018868,Sep
12296,9,44165.566,2009,10023759,Sep
12297,9,52916.0008,2009,10027381,Sep
12298,9,49395.9684,2009,10023489,Sep
12299,9,61580.52,2009,10015789,Sep
12300,9,53370.0924,2009,10021459,Sep
12301,9,53920.3904,2009,10025238,Sep
12302,9,65882.4504,2009,10021297,Sep
12303,9,74482.772,2009,10014471,Sep
12304,9,77914.6464,2009,10024270,Sep
12305,9,76449.4608,2009,10025291,Sep
12306,9,94515.5848,2009,10020663,Sep
12307,9,84075.3408,2009,10010923,Sep
12308,9,99771.6512,2009,10011979,Sep
12309,9,100051.7204,2009,10027119,Sep
12310,9,102174.3444,2009,10024999,Sep
12311,9,126615.7084,2009,10023471,Sep
12312,9,170878.5612,2009,10022167,Sep
12313,9,159756.4636,2009,10023275,Sep
12314,9,191764.8864,2009,10021804,Sep
12315,9,168766.6124,2009,10026299,Sep
12316,9,169869.996,2009,10021222,Sep
12317,9,214005.116,2009,10019066,Sep
12318,9,201535.6968,2009,10027348,Sep
12319,9,299521.3032,2009,10007536,Sep
12320,9,260868.7784,2009,10002142,Sep
12321,9,515495.6856,2009,10006919,Sep
12322,9,552225.6024,2009,10017638,Sep
12323,9,610054.1528,2009,10025039,Sep
12324,9,887552.1244,2009,10002154,Sep
12325,10,219.69,2009,10020256,Oct
12326,10,11196.46,2009,10014810,Oct
12327,10,51442.71,2009,10006836,Oct
12328,10,0.0,2009,10015325,Oct
12329,10,0.0,2009,10025305,Oct
12330,10,0.0,2009,10025269,Oct
12331,10,0.0,2009,10022755,Oct
12332,10,0.0,2009,10017072,Oct
12333,10,0.0,2009,10014495,Oct
12334,10,0.0,2009,10020445,Oct
12335,10,0.0,2009,10017036,Oct
12336,10,0.0,2009,10023275,Oct
12337,10,0.0,2009,10008593,Oct
12338,10,0.0,2009,10023471,Oct
12339,10,0.0,2009,10023516,Oct
12340,10,0.0,2009,10022167,Oct
12341,10,0.0,2009,10027381,Oct
12342,10,0.0,2009,10006093,Oct
12343,10,0.0,2009,10004255,Oct
12344,10,0.0,2009,10026581,Oct
12345,10,0.0,2009,10025284,Oct
12346,10,0.0,2009,10023489,Oct
12347,10,0.0,2009,10019678,Oct
12348,10,0.0,2009,10026522,Oct
12349,10,0.0,2009,10025287,Oct
12350,10,0.0,2009,10020639,Oct
12351,10,0.0,2009,10007591,Oct
12352,10,0.0,2009,10025038,Oct
12353,10,0.0,2009,10025304,Oct
12354,10,0.0,2009,10024010,Oct
12355,10,0.0,2009,10025248,Oct
12356,10,0.0,2009,10018580,Oct
12357,10,0.0,2009,10026006,Oct
12358,10,0.0,2009,10007123,Oct
12359,10,0.0,2009,10025021,Oct
12360,10,0.0,2009,10025299,Oct
12361,10,0.0,2009,10026078,Oct
12362,10,0.0,2009,10000466,Oct
12363,10,0.0,2009,10019388,Oct
12364,10,0.0,2009,10020663,Oct
12365,10,0.0,2009,10017852,Oct
12366,10,0.0,2009,10025778,Oct
12367,10,0.0,2009,10013188,Oct
12368,10,0.0,2009,10015275,Oct
12369,10,0.0,2009,10026334,Oct
12370,10,0.0,2009,10020662,Oct
12371,10,0.0,2009,10025249,Oct
12372,10,0.0,2009,10010935,Oct
12373,10,0.0,2009,10007566,Oct
12374,10,0.0,2009,10021179,Oct
12375,10,0.0,2009,10008134,Oct
12376,10,0.0,2009,10009633,Oct
12377,10,0.0,2009,10025251,Oct
12378,10,0.0,2009,10022750,Oct
12379,10,0.0,2009,10022456,Oct
12380,10,0.0,2009,10021222,Oct
12381,10,0.0,2009,10013232,Oct
12382,10,0.0,2009,10015011,Oct
12383,10,0.0,2009,10022490,Oct
12384,10,0.0,2009,10020915,Oct
12385,10,0.0,2009,10026299,Oct
12386,10,0.0,2009,10011732,Oct
12387,10,0.0,2009,10009653,Oct
12388,10,0.0,2009,10023964,Oct
12389,10,0.0,2009,10027119,Oct
12390,10,0.0,2009,10026606,Oct
12391,10,0.0,2009,10018628,Oct
12392,10,0.0,2009,10009657,Oct
12393,10,0.0,2009,10023003,Oct
12394,10,0.0,2009,10000472,Oct
12395,10,0.0,2009,10024725,Oct
12396,10,0.0,2009,10009639,Oct
12397,10,0.0,2009,10018665,Oct
12398,10,0.0,2009,10021936,Oct
12399,10,0.0,2009,10014238,Oct
12400,10,0.0,2009,10025575,Oct
12401,10,0.0,2009,10009907,Oct
12402,10,0.0,2009,10015824,Oct
12403,10,0.0,2009,10024550,Oct
12404,10,0.0,2009,10023241,Oct
12405,10,0.0,2009,10014471,Oct
12406,10,0.0,2009,10017638,Oct
12407,10,0.0,2009,10024034,Oct
12408,10,0.0,2009,10025252,Oct
12409,10,0.0,2009,10000460,Oct
12410,10,0.0,2009,10021986,Oct
12411,10,0.0,2009,10022962,Oct
12412,10,0.0,2009,10016549,Oct
12413,10,0.0,2009,10002244,Oct
12414,10,0.0,2009,10024270,Oct
12415,10,0.0,2009,10025495,Oct
12416,10,0.0,2009,10025237,Oct
12417,10,0.0,2009,10007121,Oct
12418,10,0.0,2009,10025791,Oct
12419,10,0.0,2009,10027370,Oct
12420,10,0.0,2009,10002765,Oct
12421,10,0.0,2009,10025264,Oct
12422,10,0.0,2009,10005006,Oct
12423,10,0.0,2009,10019942,Oct
12424,10,0.0,2009,10020192,Oct
12425,10,0.0,2009,10002506,Oct
12426,10,0.0,2009,10022687,Oct
12427,10,0.0,2009,10012422,Oct
12428,10,0.0,2009,10024016,Oct
12429,10,0.0,2009,10020962,Oct
12430,10,0.0,2009,10009652,Oct
12431,10,0.0,2009,10011979,Oct
12432,10,0.0,2009,10021736,Oct
12433,10,0.0,2009,10020449,Oct
12434,10,0.0,2009,10026868,Oct
12435,10,0.0,2009,10024248,Oct
12436,10,0.0,2009,10021911,Oct
12437,10,0.0,2009,10020927,Oct
12438,10,0.0,2009,10023538,Oct
12439,10,0.0,2009,10009356,Oct
12440,10,0.0,2009,10025022,Oct
12441,10,0.0,2009,10018871,Oct
12442,10,0.0,2009,10025063,Oct
12443,10,0.0,2009,10025241,Oct
12444,10,0.0,2009,10021184,Oct
12445,10,0.0,2009,10002746,Oct
12446,10,0.0,2009,10024999,Oct
12447,10,0.0,2009,10007268,Oct
12448,10,0.0,2009,10006805,Oct
12449,10,0.0,2009,10013252,Oct
12450,10,0.0,2009,10025267,Oct
12451,10,0.0,2009,10012399,Oct
12452,10,0.0,2009,10011724,Oct
12453,10,0.0,2009,10021575,Oct
12454,10,0.0,2009,10020256,Oct
12455,10,0.0,2009,10018890,Oct
12456,10,0.0,2009,10024246,Oct
12457,10,0.0,2009,10025039,Oct
12458,10,0.0,2009,10010855,Oct
12459,10,0.0,2009,10022978,Oct
12460,10,0.0,2009,10026291,Oct
12461,10,0.0,2009,10025515,Oct
12462,10,0.0,2009,10025288,Oct
12463,10,0.0,2009,10020909,Oct
12464,10,0.0,2009,10019617,Oct
12465,10,0.0,2009,10021270,Oct
12466,10,0.0,2009,10017314,Oct
12467,10,0.0,2009,10002154,Oct
12468,10,0.0,2009,10021380,Oct
12469,10,0.0,2009,10026268,Oct
12470,10,0.0,2009,10025758,Oct
12471,10,0.0,2009,10016780,Oct
12472,10,0.0,2009,10021297,Oct
12473,10,0.0,2009,10025239,Oct
12474,10,0.0,2009,10000474,Oct
12475,10,0.0,2009,10010923,Oct
12476,10,0.0,2009,10011923,Oct
12477,10,0.0,2009,10011499,Oct
12478,10,0.0,2009,10025246,Oct
12479,10,0.0,2009,10021203,Oct
12480,10,0.0,2009,10021286,Oct
12481,10,0.0,2009,10020864,Oct
12482,10,0.0,2009,10009156,Oct
12483,10,0.0,2009,10017290,Oct
12484,10,0.0,2009,10020849,Oct
12485,10,0.0,2009,10014810,Oct
12486,10,0.0,2009,10002136,Oct
12487,10,0.0,2009,10000458,Oct
12488,10,0.0,2009,10003857,Oct
12489,10,0.0,2009,10020281,Oct
12490,10,0.0,2009,10021107,Oct
12491,10,0.0,2009,10025242,Oct
12492,10,0.0,2009,10024477,Oct
12493,10,0.0,2009,10027572,Oct
12494,10,0.0,2009,10024022,Oct
12495,10,0.0,2009,10006917,Oct
12496,10,0.0,2009,10013052,Oct
12497,10,0.0,2009,10019682,Oct
12498,10,0.0,2009,10020388,Oct
12499,10,0.0,2009,10016784,Oct
12500,10,0.0,2009,10007536,Oct
12501,10,0.0,2009,10007253,Oct
12502,10,0.0,2009,10015956,Oct
12503,10,0.0,2009,10007866,Oct
12504,10,0.0,2009,10002150,Oct
12505,10,0.0,2009,10025298,Oct
12506,10,0.0,2009,10005861,Oct
12507,10,0.0,2009,10013670,Oct
12508,10,0.0,2009,10020491,Oct
12509,10,0.0,2009,10011089,Oct
12510,10,0.0,2009,10020364,Oct
12511,10,0.0,2009,10023759,Oct
12512,10,0.0,2009,10025062,Oct
12513,10,0.0,2009,10002137,Oct
12514,10,0.0,2009,10020390,Oct
12515,10,0.0,2009,10019913,Oct
12516,10,0.0,2009,10024499,Oct
12517,10,0.0,2009,10024704,Oct
12518,10,0.0,2009,10013426,Oct
12519,10,0.0,2009,10027583,Oct
12520,10,0.0,2009,10009654,Oct
12521,10,0.0,2009,10002501,Oct
12522,10,0.0,2009,10023703,Oct
12523,10,0.0,2009,10013127,Oct
12524,10,0.0,2009,10008381,Oct
12525,10,0.0,2009,10021111,Oct
12526,10,0.0,2009,10011198,Oct
12527,10,0.0,2009,10025771,Oct
12528,10,0.0,2009,10002115,Oct
12529,10,0.0,2009,10013899,Oct
12530,10,0.0,2009,10021459,Oct
12531,10,0.0,2009,10009662,Oct
12532,10,0.0,2009,10009642,Oct
12533,10,0.0,2009,10024541,Oct
12534,10,0.0,2009,10013039,Oct
12535,10,0.0,2009,10015886,Oct
12536,10,0.0,2009,10009660,Oct
12537,10,0.0,2009,10023757,Oct
12538,10,0.0,2009,10019469,Oct
12539,10,0.0,2009,10012600,Oct
12540,10,0.0,2009,10027575,Oct
12541,10,0.0,2009,10011093,Oct
12542,10,0.0,2009,10026055,Oct
12543,10,0.0,2009,10015030,Oct
12544,10,0.0,2009,10007258,Oct
12545,10,0.0,2009,10018363,Oct
12546,10,0.0,2009,10019150,Oct
12547,10,0.0,2009,10006836,Oct
12548,10,0.0,2009,10025037,Oct
12549,10,0.0,2009,10010974,Oct
12550,10,0.0,2009,10019066,Oct
12551,10,0.0,2009,10026843,Oct
12552,10,0.0,2009,10014779,Oct
12553,10,0.0,2009,10025238,Oct
12554,10,0.0,2009,10021804,Oct
12555,10,0.0,2009,10004602,Oct
12556,10,0.0,2009,10002140,Oct
12557,10,0.0,2009,10025302,Oct
12558,10,0.0,2009,10002161,Oct
12559,10,0.0,2009,10021494,Oct
12560,10,0.0,2009,10011546,Oct
12561,10,0.0,2009,10025291,Oct
12562,10,0.0,2009,10011600,Oct
12563,10,0.0,2009,10027356,Oct
12564,10,0.0,2009,10011360,Oct
12565,10,0.0,2009,10018885,Oct
12566,10,0.0,2009,10009643,Oct
12567,10,0.0,2009,10020492,Oct
12568,10,0.0,2009,10017576,Oct
12569,10,0.0,2009,10010970,Oct
12570,10,0.0,2009,10011623,Oct
12571,10,0.0,2009,10018868,Oct
12572,10,0.0,2009,10020193,Oct
12573,10,0.0,2009,10019952,Oct
12574,10,0.0,2009,10002142,Oct
12575,10,0.0,2009,10007183,Oct
12576,10,0.0,2009,10025296,Oct
12577,10,0.0,2009,10006916,Oct
12578,10,0.0,2009,10019880,Oct
12579,10,0.0,2009,10017307,Oct
12580,10,0.0,2009,10019105,Oct
12581,10,0.0,2009,10005922,Oct
12582,10,0.0,2009,10002240,Oct
12583,10,0.0,2009,10002114,Oct
12584,10,0.0,2009,10027348,Oct
12585,10,0.0,2009,10024915,Oct
12586,10,0.0,2009,10008893,Oct
12587,10,0.0,2009,10010832,Oct
12588,10,0.0,2009,10012128,Oct
12589,10,0.0,2009,10020446,Oct
12590,10,0.0,2009,10024919,Oct
12591,10,0.0,2009,10019400,Oct
12592,10,0.0,2009,10025300,Oct
12593,10,0.0,2009,10013376,Oct
12594,10,0.0,2009,10010881,Oct
12595,10,0.0,2009,10020684,Oct
12596,10,0.0,2009,10012792,Oct
12597,10,0.0,2009,10005620,Oct
12598,10,0.0,2009,10026536,Oct
12599,10,-2291.6952,2009,10013052,Oct
12600,10,-967.0648,2009,10020171,Oct
12601,10,-118.1556,2009,10012226,Oct
12602,10,6.3288,2009,10021412,Oct
12603,10,12.0204,2009,10021111,Oct
12604,10,22.0792,2009,10021986,Oct
12605,10,33.0264,2009,10007355,Oct
12606,10,28.7868,2009,10025771,Oct
12607,10,33.0188,2009,10017290,Oct
12608,10,45.6872,2009,10017314,Oct
12609,10,56.488,2009,10018890,Oct
12610,10,59.8848,2009,10026078,Oct
12611,10,68.4828,2009,10006983,Oct
12612,10,61.824,2009,10020927,Oct
12613,10,76.7016,2009,10024541,Oct
12614,10,68.1352,2009,10025243,Oct
12615,10,86.2132,2009,10023003,Oct
12616,10,107.2548,2009,10014495,Oct
12617,10,92.27600000000001,2009,10010881,Oct
12618,10,109.4256,2009,10025252,Oct
12619,10,94.0148,2009,10020390,Oct
12620,10,116.694,2009,10023964,Oct
12621,10,101.2736,2009,10013252,Oct
12622,10,127.6496,2009,10014059,Oct
12623,10,113.6936,2009,10000473,Oct
12624,10,145.584,2009,10007183,Oct
12625,10,124.0436,2009,10023780,Oct
12626,10,134.2944,2009,10025264,Oct
12627,10,134.6236,2009,10022750,Oct
12628,10,134.9548,2009,10024704,Oct
12629,10,141.024,2009,10013472,Oct
12630,10,159.4188,2009,10025583,Oct
12631,10,160.488,2009,10021184,Oct
12632,10,141.5788,2009,10027053,Oct
12633,10,154.00799999999998,2009,10018867,Oct
12634,10,156.3172,2009,10015030,Oct
12635,10,194.9292,2009,10025791,Oct
12636,10,185.5872,2009,10011821,Oct
12637,10,181.2768,2009,10023759,Oct
12638,10,188.416,2009,10012023,Oct
12639,10,203.6604,2009,10017072,Oct
12640,10,206.9632,2009,10020227,Oct
12641,10,238.5656,2009,10020662,Oct
12642,10,224.7836,2009,10007591,Oct
12643,10,265.7232,2009,10006846,Oct
12644,10,246.96,2009,10013426,Oct
12645,10,269.1936,2009,10022490,Oct
12646,10,277.316,2009,10013376,Oct
12647,10,269.8452,2009,10020962,Oct
12648,10,280.7012,2009,10023757,Oct
12649,10,282.302,2009,10009652,Oct
12650,10,325.2808,2009,10002115,Oct
12651,10,329.2224,2009,10021107,Oct
12652,10,331.2712,2009,10023516,Oct
12653,10,376.2096,2009,10016564,Oct
12654,10,345.4508,2009,10021380,Oct
12655,10,355.35,2009,10013039,Oct
12656,10,371.4432,2009,10013870,Oct
12657,10,392.4168,2009,10008602,Oct
12658,10,413.954,2009,10007566,Oct
12659,10,489.6072,2009,10022755,Oct
12660,10,422.1144,2009,10005861,Oct
12661,10,496.9944,2009,10002709,Oct
12662,10,428.1956,2009,10025241,Oct
12663,10,430.7716,2009,10004255,Oct
12664,10,457.1616,2009,10023760,Oct
12665,10,453.3576,2009,10025299,Oct
12666,10,537.246,2009,10022746,Oct
12667,10,500.5248,2009,10027575,Oct
12668,10,553.7168,2009,10000458,Oct
12669,10,497.2968,2009,10020445,Oct
12670,10,564.9384,2009,10015886,Oct
12671,10,570.9612,2009,10021270,Oct
12672,10,572.2032,2009,10002140,Oct
12673,10,651.0564,2009,10009672,Oct
12674,10,672.4188,2009,10019617,Oct
12675,10,674.9396,2009,10000460,Oct
12676,10,678.1688,2009,10018628,Oct
12677,10,730.2144,2009,10018665,Oct
12678,10,709.3016,2009,10021305,Oct
12679,10,725.6408,2009,10026581,Oct
12680,10,743.8936,2009,10019913,Oct
12681,10,755.4212,2009,10013899,Oct
12682,10,887.3928,2009,10009642,Oct
12683,10,892.9008,2009,10019678,Oct
12684,10,796.9316,2009,10022978,Oct
12685,10,798.3760000000001,2009,10027082,Oct
12686,10,861.5424,2009,10019909,Oct
12687,10,998.028,2009,10026055,Oct
12688,10,975.7384,2009,10021139,Oct
12689,10,1016.3664,2009,10011923,Oct
12690,10,1020.4896,2009,10025246,Oct
12691,10,1061.2836,2009,10021470,Oct
12692,10,930.3868,2009,10000474,Oct
12693,10,1096.0164,2009,10021911,Oct
12694,10,1111.7808,2009,10024255,Oct
12695,10,1217.16,2009,10018623,Oct
12696,10,1306.1628,2009,10011089,Oct
12697,10,1262.0919999999999,2009,10015793,Oct
12698,10,1127.8372,2009,10009907,Oct
12699,10,1296.5056,2009,10025251,Oct
12700,10,1206.8736,2009,10013670,Oct
12701,10,1366.1784,2009,10021223,Oct
12702,10,1366.9776,2009,10024743,Oct
12703,10,1214.308,2009,10005236,Oct
12704,10,1281.0528,2009,10012600,Oct
12705,10,1310.4756,2009,10021575,Oct
12706,10,1439.34,2009,10020849,Oct
12707,10,1630.5536,2009,10008381,Oct
12708,10,1689.2720000000002,2009,10025758,Oct
12709,10,1525.3416,2009,10019388,Oct
12710,10,1530.1992,2009,10010974,Oct
12711,10,1542.6652,2009,10007866,Oct
12712,10,1816.6356,2009,10004602,Oct
12713,10,1819.5944,2009,10018352,Oct
12714,10,1878.9784,2009,10019469,Oct
12715,10,1662.578,2009,10018129,Oct
12716,10,1686.0379999999998,2009,10024499,Oct
12717,10,1944.3648,2009,10024034,Oct
12718,10,2292.948,2009,10023703,Oct
12719,10,1974.2924,2009,10006916,Oct
12720,10,2032.6204,2009,10009662,Oct
12721,10,2035.3528,2009,10025284,Oct
12722,10,2463.3072,2009,10020281,Oct
12723,10,2122.2468,2009,10025288,Oct
12724,10,2264.16,2009,10023022,Oct
12725,10,2197.742,2009,10011623,Oct
12726,10,2411.6832,2009,10025248,Oct
12727,10,2528.7648,2009,10016780,Oct
12728,10,2432.5444,2009,10015275,Oct
12729,10,2444.7896,2009,10024016,Oct
12730,10,2476.1064,2009,10025302,Oct
12731,10,2642.6172,2009,10024919,Oct
12732,10,2655.6352,2009,10020388,Oct
12733,10,2753.2656,2009,10002150,Oct
12734,10,2856.4712,2009,10010970,Oct
12735,10,3325.1608,2009,10025778,Oct
12736,10,2993.4132,2009,10013765,Oct
12737,10,3010.9116,2009,10011981,Oct
12738,10,3200.4959999999996,2009,10024248,Oct
12739,10,3479.5228,2009,10015956,Oct
12740,10,3970.7512,2009,10009657,Oct
12741,10,3558.1184,2009,10021736,Oct
12742,10,3561.6144,2009,10016784,Oct
12743,10,3912.2592,2009,10024725,Oct
12744,10,4123.2288,2009,10020192,Oct
12745,10,4901.04,2009,10018868,Oct
12746,10,4972.552,2009,10023538,Oct
12747,10,4419.266,2009,10015325,Oct
12748,10,4558.9588,2009,10020909,Oct
12749,10,5457.7044,2009,10019420,Oct
12750,10,5537.0628,2009,10002137,Oct
12751,10,5571.5608,2009,10006093,Oct
12752,10,5918.0868,2009,10009639,Oct
12753,10,5938.3908,2009,10025237,Oct
12754,10,5100.526,2009,10000466,Oct
12755,10,5130.6836,2009,10013871,Oct
12756,10,5366.4672,2009,10015011,Oct
12757,10,5864.0712,2009,10014238,Oct
12758,10,5864.0816,2009,10026843,Oct
12759,10,6277.2084,2009,10025038,Oct
12760,10,6304.3272,2009,10018871,Oct
12761,10,5398.5048,2009,10026522,Oct
12762,10,5433.5936,2009,10009660,Oct
12763,10,5543.2852,2009,10013127,Oct
12764,10,6709.5648,2009,10008134,Oct
12765,10,5786.754,2009,10011198,Oct
12766,10,5870.106,2009,10025247,Oct
12767,10,6665.4848,2009,10009156,Oct
12768,10,6116.3256,2009,10011732,Oct
12769,10,6165.656,2009,10024477,Oct
12770,10,6182.3172,2009,10025287,Oct
12771,10,6996.2152,2009,10002501,Oct
12772,10,7027.436,2009,10012422,Oct
12773,10,7418.7036,2009,10020492,Oct
12774,10,6687.8112,2009,10010855,Oct
12775,10,6497.04,2009,10013188,Oct
12776,10,6662.4652,2009,10002136,Oct
12777,10,6990.988,2009,10007120,Oct
12778,10,7935.7824,2009,10018885,Oct
12779,10,7288.4792,2009,10016549,Oct
12780,10,7363.7904,2009,10021804,Oct
12781,10,7535.8488,2009,10011360,Oct
12782,10,8546.1064,2009,10021936,Oct
12783,10,8988.1376,2009,10019664,Oct
12784,10,9434.9664,2009,10002765,Oct
12785,10,9951.984,2009,10019150,Oct
12786,10,10065.2868,2009,10025296,Oct
12787,10,8627.8796,2009,10022687,Oct
12788,10,8793.5624,2009,10006917,Oct
12789,10,10902.1788,2009,10020491,Oct
12790,10,9890.8556,2009,10017852,Oct
12791,10,10009.3516,2009,10005810,Oct
12792,10,10046.124,2009,10025495,Oct
12793,10,10127.3508,2009,10025298,Oct
12794,10,11920.7268,2009,10013061,Oct
12795,10,10610.784,2009,10011499,Oct
12796,10,12148.2072,2009,10021494,Oct
12797,10,11033.1736,2009,10027356,Oct
12798,10,13549.4316,2009,10027572,Oct
12799,10,11585.9556,2009,10025285,Oct
12800,10,11686.3828,2009,10009633,Oct
12801,10,13761.0616,2009,10008593,Oct
12802,10,12221.4456,2009,10011093,Oct
12803,10,13824.1792,2009,10011842,Oct
12804,10,14744.2896,2009,10021459,Oct
12805,10,12780.7872,2009,10024010,Oct
12806,10,13632.4896,2009,10017585,Oct
12807,10,15527.4948,2009,10027381,Oct
12808,10,13424.7504,2009,10021286,Oct
12809,10,14034.528,2009,10020915,Oct
12810,10,13937.1996,2009,10025239,Oct
12811,10,14070.2684,2009,10027583,Oct
12812,10,14576.6916,2009,10008638,Oct
12813,10,17186.958,2009,10023241,Oct
12814,10,14728.5836,2009,10014471,Oct
12815,10,17987.8644,2009,10020639,Oct
12816,10,18750.5712,2009,10009654,Oct
12817,10,16773.1088,2009,10017576,Oct
12818,10,20248.2612,2009,10007253,Oct
12819,10,18096.384,2009,10023275,Oct
12820,10,20443.7952,2009,10021297,Oct
12821,10,18187.0656,2009,10025037,Oct
12822,10,20649.276,2009,10020449,Oct
12823,10,17625.176,2009,10009643,Oct
12824,10,20198.568,2009,10011546,Oct
12825,10,22170.4992,2009,10025269,Oct
12826,10,19081.2876,2009,10021331,Oct
12827,10,19956.912,2009,10025515,Oct
12828,10,24253.6356,2009,10023715,Oct
12829,10,25143.5988,2009,10025238,Oct
12830,10,24762.5248,2009,10014779,Oct
12831,10,22162.6804,2009,10007123,Oct
12832,10,22381.2356,2009,10026868,Oct
12833,10,26349.2676,2009,10021203,Oct
12834,10,26464.0716,2009,10005006,Oct
12835,10,26088.8056,2009,10009679,Oct
12836,10,27885.7512,2009,10020193,Oct
12837,10,27593.7584,2009,10023489,Oct
12838,10,24633.3404,2009,10019942,Oct
12839,10,25908.58,2009,10020663,Oct
12840,10,26027.996,2009,10010923,Oct
12841,10,27780.3476,2009,10026268,Oct
12842,10,28133.8208,2009,10000472,Oct
12843,10,30116.3288,2009,10025575,Oct
12844,10,35407.1736,2009,10017553,Oct
12845,10,35118.5952,2009,10027119,Oct
12846,10,31438.2216,2009,10017036,Oct
12847,10,37303.0008,2009,10024270,Oct
12848,10,39650.5096,2009,10025291,Oct
12849,10,35102.784,2009,10003857,Oct
12850,10,37559.5796,2009,10009653,Oct
12851,10,43825.184,2009,10026291,Oct
12852,10,39045.6556,2009,10019900,Oct
12853,10,41920.6944,2009,10025919,Oct
12854,10,42940.0512,2009,10011979,Oct
12855,10,48146.6024,2009,10025063,Oct
12856,10,51005.8404,2009,10017638,Oct
12857,10,43885.9504,2009,10024246,Oct
12858,10,44248.6604,2009,10025062,Oct
12859,10,64977.444,2009,10002161,Oct
12860,10,59992.8504,2009,10002142,Oct
12861,10,71880.0784,2009,10024022,Oct
12862,10,82431.0108,2009,10026299,Oct
12863,10,82884.8484,2009,10015789,Oct
12864,10,79938.3,2009,10020864,Oct
12865,10,83801.73599999999,2009,10019109,Oct
12866,10,79476.8404,2009,10010935,Oct
12867,10,82263.3272,2009,10022167,Oct
12868,10,139036.1544,2009,10019066,Oct
12869,10,149313.2768,2009,10018363,Oct
12870,10,221700.85600000003,2009,10025552,Oct
12871,10,221915.6264,2009,10007536,Oct
12872,10,214534.984,2009,10024999,Oct
12873,10,235915.9776,2009,10021222,Oct
12874,10,296737.7652,2009,10023471,Oct
12875,10,493849.5552,2009,10006919,Oct
12876,10,476583.5796,2009,10025039,Oct
12877,10,640326.2328,2009,10002154,Oct
12878,11,359.49,2009,10027119,Nov
12879,11,621.81,2009,10025298,Nov
12880,11,1972.1,2009,10025249,Nov
12881,11,6599.25,2009,10021107,Nov
12882,11,20672.36,2009,10026868,Nov
12883,11,0.0,2009,10015325,Nov
12884,11,0.0,2009,10025305,Nov
12885,11,0.0,2009,10025269,Nov
12886,11,0.0,2009,10000455,Nov
12887,11,0.0,2009,10022755,Nov
12888,11,0.0,2009,10017072,Nov
12889,11,0.0,2009,10014495,Nov
12890,11,0.0,2009,10018352,Nov
12891,11,0.0,2009,10020445,Nov
12892,11,0.0,2009,10023275,Nov
12893,11,0.0,2009,10021185,Nov
12894,11,0.0,2009,10019900,Nov
